/Users/mukulmalik/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
2025-07-15 00:21:04,320 - INFO -   ✅ Q25: Analysis added
2025-07-15 00:21:04,320 - INFO -   📊 Batch 5 completed successfully
2025-07-15 00:21:04,325 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (25 questions)
2025-07-15 00:21:04,325 - INFO -   ⏱️  Progress: 5/21 batches (23.8%)
2025-07-15 00:21:04,325 - INFO -   ⏱️  Elapsed: 5.8 minutes, Estimated remaining: 18.6 minutes
2025-07-15 00:21:04,325 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:21:19,330 - INFO - Processing batch 6/21 (Questions 26-30)
2025-07-15 00:21:19,331 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:22:11,964 - INFO - Batch analysis completed successfully
2025-07-15 00:22:11,964 - INFO -   ✅ Q26: Analysis added
2025-07-15 00:22:11,965 - INFO -   ✅ Q27: Analysis added
2025-07-15 00:22:11,965 - INFO -   ✅ Q28: Analysis added
2025-07-15 00:22:11,965 - INFO -   ✅ Q29: Analysis added
2025-07-15 00:22:11,965 - INFO -   ✅ Q30: Analysis added
2025-07-15 00:22:11,965 - INFO -   📊 Batch 6 completed successfully
2025-07-15 00:22:11,970 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (30 questions)
2025-07-15 00:22:11,970 - INFO -   ⏱️  Progress: 6/21 batches (28.6%)
2025-07-15 00:22:11,970 - INFO -   ⏱️  Elapsed: 6.9 minutes, Estimated remaining: 17.3 minutes
2025-07-15 00:22:11,970 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:22:26,981 - INFO - Processing batch 7/21 (Questions 31-35)
2025-07-15 00:22:26,981 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:23:22,926 - INFO - Batch analysis completed successfully
2025-07-15 00:23:22,927 - INFO -   ✅ Q31: Analysis added
2025-07-15 00:23:22,927 - INFO -   ✅ Q32: Analysis added
2025-07-15 00:23:22,927 - INFO -   ✅ Q33: Analysis added
2025-07-15 00:23:22,927 - INFO -   ✅ Q34: Analysis added
2025-07-15 00:23:22,927 - INFO -   ✅ Q35: Analysis added
2025-07-15 00:23:22,927 - INFO -   📊 Batch 7 completed successfully
2025-07-15 00:23:22,933 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (35 questions)
2025-07-15 00:23:22,934 - INFO -   ⏱️  Progress: 7/21 batches (33.3%)
2025-07-15 00:23:22,934 - INFO -   ⏱️  Elapsed: 8.1 minutes, Estimated remaining: 16.2 minutes
2025-07-15 00:23:22,934 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:23:37,944 - INFO - Processing batch 8/21 (Questions 36-40)
2025-07-15 00:23:37,945 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:24:54,983 - INFO - Batch analysis completed successfully
2025-07-15 00:24:54,984 - INFO -   ✅ Q36: Analysis added
2025-07-15 00:24:54,984 - INFO -   ✅ Q37: Analysis added
2025-07-15 00:24:54,984 - INFO -   ✅ Q38: Analysis added
2025-07-15 00:24:54,985 - INFO -   ✅ Q39: Analysis added
2025-07-15 00:24:54,985 - INFO -   ✅ Q40: Analysis added
2025-07-15 00:24:54,985 - INFO -   📊 Batch 8 completed successfully
2025-07-15 00:24:54,992 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (40 questions)
2025-07-15 00:24:54,993 - INFO -   ⏱️  Progress: 8/21 batches (38.1%)
2025-07-15 00:24:54,993 - INFO -   ⏱️  Elapsed: 9.7 minutes, Estimated remaining: 15.7 minutes
2025-07-15 00:24:54,993 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:25:10,003 - INFO - Processing batch 9/21 (Questions 41-45)
2025-07-15 00:25:10,004 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:26:12,815 - INFO - Batch analysis completed successfully
2025-07-15 00:26:12,816 - INFO -   ✅ Q41: Analysis added
2025-07-15 00:26:12,816 - INFO -   ✅ Q42: Analysis added
2025-07-15 00:26:12,816 - INFO -   ✅ Q43: Analysis added
2025-07-15 00:26:12,816 - INFO -   ✅ Q44: Analysis added
2025-07-15 00:26:12,816 - INFO -   ✅ Q45: Analysis added
2025-07-15 00:26:12,817 - INFO -   📊 Batch 9 completed successfully
2025-07-15 00:26:12,824 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (45 questions)
2025-07-15 00:26:12,825 - INFO -   ⏱️  Progress: 9/21 batches (42.9%)
2025-07-15 00:26:12,825 - INFO -   ⏱️  Elapsed: 10.9 minutes, Estimated remaining: 14.6 minutes
2025-07-15 00:26:12,825 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:26:27,835 - INFO - Processing batch 10/21 (Questions 46-50)
2025-07-15 00:26:27,836 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:27:20,876 - INFO - Batch analysis completed successfully
2025-07-15 00:27:20,876 - INFO -   ✅ Q46: Analysis added
2025-07-15 00:27:20,877 - INFO -   ✅ Q47: Analysis added
2025-07-15 00:27:20,877 - INFO -   ✅ Q48: Analysis added
2025-07-15 00:27:20,877 - INFO -   ✅ Q49: Analysis added
2025-07-15 00:27:20,877 - INFO -   ✅ Q50: Analysis added
2025-07-15 00:27:20,877 - INFO -   📊 Batch 10 completed successfully
2025-07-15 00:27:20,885 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (50 questions)
2025-07-15 00:27:20,885 - INFO -   ⏱️  Progress: 10/21 batches (47.6%)
2025-07-15 00:27:20,885 - INFO -   ⏱️  Elapsed: 12.1 minutes, Estimated remaining: 13.3 minutes
2025-07-15 00:27:20,885 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:27:35,895 - INFO - Processing batch 11/21 (Questions 51-55)
2025-07-15 00:27:35,895 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:28:34,660 - INFO - Batch analysis completed successfully
2025-07-15 00:28:34,660 - INFO -   ✅ Q51: Analysis added
2025-07-15 00:28:34,660 - INFO -   ✅ Q52: Analysis added
2025-07-15 00:28:34,660 - INFO -   ✅ Q53: Analysis added
2025-07-15 00:28:34,660 - INFO -   ✅ Q54: Analysis added
2025-07-15 00:28:34,661 - INFO -   ✅ Q55: Analysis added
2025-07-15 00:28:34,661 - INFO -   📊 Batch 11 completed successfully
2025-07-15 00:28:34,668 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (55 questions)
2025-07-15 00:28:34,668 - INFO -   ⏱️  Progress: 11/21 batches (52.4%)
2025-07-15 00:28:34,668 - INFO -   ⏱️  Elapsed: 13.3 minutes, Estimated remaining: 12.1 minutes
2025-07-15 00:28:34,668 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:28:49,673 - INFO - Processing batch 12/21 (Questions 56-60)
2025-07-15 00:28:49,674 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:30:12,023 - INFO - Batch analysis completed successfully
2025-07-15 00:30:12,023 - INFO -   ✅ Q56: Analysis added
2025-07-15 00:30:12,024 - INFO -   ✅ Q57: Analysis added
2025-07-15 00:30:12,024 - INFO -   ✅ Q58: Analysis added
2025-07-15 00:30:12,024 - INFO -   ✅ Q59: Analysis added
2025-07-15 00:30:12,024 - INFO -   ✅ Q60: Analysis added
2025-07-15 00:30:12,024 - INFO -   📊 Batch 12 completed successfully
2025-07-15 00:30:12,033 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (60 questions)
2025-07-15 00:30:12,034 - INFO -   ⏱️  Progress: 12/21 batches (57.1%)
2025-07-15 00:30:12,034 - INFO -   ⏱️  Elapsed: 14.9 minutes, Estimated remaining: 11.2 minutes
2025-07-15 00:30:12,034 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:30:27,039 - INFO - Processing batch 13/21 (Questions 61-65)
2025-07-15 00:30:27,040 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:31:26,106 - INFO - Batch analysis completed successfully
2025-07-15 00:31:26,107 - INFO -   ✅ Q61: Analysis added
2025-07-15 00:31:26,107 - INFO -   ✅ Q62: Analysis added
2025-07-15 00:31:26,107 - INFO -   ✅ Q63: Analysis added
2025-07-15 00:31:26,107 - INFO -   ✅ Q64: Analysis added
2025-07-15 00:31:26,108 - INFO -   ✅ Q65: Analysis added
2025-07-15 00:31:26,108 - INFO -   📊 Batch 13 completed successfully
2025-07-15 00:31:26,119 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (65 questions)
2025-07-15 00:31:26,119 - INFO -   ⏱️  Progress: 13/21 batches (61.9%)
2025-07-15 00:31:26,119 - INFO -   ⏱️  Elapsed: 16.2 minutes, Estimated remaining: 10.0 minutes
2025-07-15 00:31:26,119 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:31:41,124 - INFO - Processing batch 14/21 (Questions 66-70)
2025-07-15 00:31:41,125 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:32:49,994 - INFO - Batch analysis completed successfully
2025-07-15 00:32:49,995 - INFO -   ✅ Q66: Analysis added
2025-07-15 00:32:49,995 - INFO -   ✅ Q67: Analysis added
2025-07-15 00:32:49,995 - INFO -   ✅ Q68: Analysis added
2025-07-15 00:32:49,995 - INFO -   ✅ Q69: Analysis added
2025-07-15 00:32:49,996 - INFO -   ✅ Q70: Analysis added
2025-07-15 00:32:49,996 - INFO -   📊 Batch 14 completed successfully
2025-07-15 00:32:50,007 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (70 questions)
2025-07-15 00:32:50,007 - INFO -   ⏱️  Progress: 14/21 batches (66.7%)
2025-07-15 00:32:50,007 - INFO -   ⏱️  Elapsed: 17.6 minutes, Estimated remaining: 8.8 minutes
2025-07-15 00:32:50,007 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:33:05,006 - INFO - Processing batch 15/21 (Questions 71-75)
2025-07-15 00:33:05,007 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:34:00,937 - INFO - Batch analysis completed successfully
2025-07-15 00:34:00,938 - INFO -   ✅ Q71: Analysis added
2025-07-15 00:34:00,938 - INFO -   ✅ Q72: Analysis added
2025-07-15 00:34:00,938 - INFO -   ✅ Q73: Analysis added
2025-07-15 00:34:00,938 - INFO -   ✅ Q74: Analysis added
2025-07-15 00:34:00,938 - INFO -   ✅ Q75: Analysis added
2025-07-15 00:34:00,938 - INFO -   📊 Batch 15 completed successfully
2025-07-15 00:34:00,952 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (75 questions)
2025-07-15 00:34:00,952 - INFO -   ⏱️  Progress: 15/21 batches (71.4%)
2025-07-15 00:34:00,952 - INFO -   ⏱️  Elapsed: 18.7 minutes, Estimated remaining: 7.5 minutes
2025-07-15 00:34:00,952 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:34:15,957 - INFO - Processing batch 16/21 (Questions 76-80)
2025-07-15 00:34:15,958 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:35:18,296 - INFO - Batch analysis completed successfully
2025-07-15 00:35:18,296 - INFO -   ✅ Q76: Analysis added
2025-07-15 00:35:18,297 - INFO -   ✅ Q77: Analysis added
2025-07-15 00:35:18,297 - INFO -   ✅ Q78: Analysis added
2025-07-15 00:35:18,297 - INFO -   ✅ Q79: Analysis added
2025-07-15 00:35:18,297 - INFO -   ✅ Q80: Analysis added
2025-07-15 00:35:18,297 - INFO -   📊 Batch 16 completed successfully
2025-07-15 00:35:18,309 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (80 questions)
2025-07-15 00:35:18,310 - INFO -   ⏱️  Progress: 16/21 batches (76.2%)
2025-07-15 00:35:18,310 - INFO -   ⏱️  Elapsed: 20.0 minutes, Estimated remaining: 6.3 minutes
2025-07-15 00:35:18,310 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:35:33,315 - INFO - Processing batch 17/21 (Questions 81-85)
2025-07-15 00:35:33,316 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:36:33,356 - INFO - Batch analysis completed successfully
2025-07-15 00:36:33,357 - INFO -   ✅ Q81: Analysis added
2025-07-15 00:36:33,357 - INFO -   ✅ Q82: Analysis added
2025-07-15 00:36:33,357 - INFO -   ✅ Q83: Analysis added
2025-07-15 00:36:33,357 - INFO -   ✅ Q84: Analysis added
2025-07-15 00:36:33,358 - INFO -   ✅ Q85: Analysis added
2025-07-15 00:36:33,358 - INFO -   📊 Batch 17 completed successfully
2025-07-15 00:36:33,371 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (85 questions)
2025-07-15 00:36:33,371 - INFO -   ⏱️  Progress: 17/21 batches (81.0%)
2025-07-15 00:36:33,371 - INFO -   ⏱️  Elapsed: 21.3 minutes, Estimated remaining: 5.0 minutes
2025-07-15 00:36:33,371 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:36:48,382 - INFO - Processing batch 18/21 (Questions 86-90)
2025-07-15 00:36:48,382 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:37:40,429 - INFO - Batch analysis completed successfully
2025-07-15 00:37:40,430 - INFO -   ✅ Q86: Analysis added
2025-07-15 00:37:40,430 - INFO -   ✅ Q87: Analysis added
2025-07-15 00:37:40,430 - INFO -   ✅ Q88: Analysis added
2025-07-15 00:37:40,430 - INFO -   ✅ Q89: Analysis added
2025-07-15 00:37:40,431 - INFO -   ✅ Q90: Analysis added
2025-07-15 00:37:40,431 - INFO -   📊 Batch 18 completed successfully
2025-07-15 00:37:40,445 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (90 questions)
2025-07-15 00:37:40,445 - INFO -   ⏱️  Progress: 18/21 batches (85.7%)
2025-07-15 00:37:40,445 - INFO -   ⏱️  Elapsed: 22.4 minutes, Estimated remaining: 3.7 minutes
2025-07-15 00:37:40,445 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:37:55,455 - INFO - Processing batch 19/21 (Questions 91-95)
2025-07-15 00:37:55,456 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:39:07,213 - INFO - Batch analysis completed successfully
2025-07-15 00:39:07,214 - INFO -   ✅ Q91: Analysis added
2025-07-15 00:39:07,214 - INFO -   ✅ Q92: Analysis added
2025-07-15 00:39:07,214 - INFO -   ✅ Q93: Analysis added
2025-07-15 00:39:07,214 - INFO -   ✅ Q94: Analysis added
2025-07-15 00:39:07,215 - INFO -   ✅ Q95: Analysis added
2025-07-15 00:39:07,215 - INFO -   📊 Batch 19 completed successfully
2025-07-15 00:39:07,229 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (95 questions)
2025-07-15 00:39:07,229 - INFO -   ⏱️  Progress: 19/21 batches (90.5%)
2025-07-15 00:39:07,229 - INFO -   ⏱️  Elapsed: 23.9 minutes, Estimated remaining: 2.5 minutes
2025-07-15 00:39:07,229 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:39:22,239 - INFO - Processing batch 20/21 (Questions 96-100)
2025-07-15 00:39:22,240 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:40:24,641 - INFO - Batch analysis completed successfully
2025-07-15 00:40:24,642 - INFO -   ✅ Q96: Analysis added
2025-07-15 00:40:24,642 - INFO -   ✅ Q97: Analysis added
2025-07-15 00:40:24,642 - INFO -   ✅ Q98: Analysis added
2025-07-15 00:40:24,642 - INFO -   ✅ Q99: Analysis added
2025-07-15 00:40:24,642 - INFO -   ✅ Q100: Analysis added
2025-07-15 00:40:24,642 - INFO -   📊 Batch 20 completed successfully
2025-07-15 00:40:24,657 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (100 questions)
2025-07-15 00:40:24,657 - INFO -   ⏱️  Progress: 20/21 batches (95.2%)
2025-07-15 00:40:24,658 - INFO -   ⏱️  Elapsed: 25.1 minutes, Estimated remaining: 1.3 minutes
2025-07-15 00:40:24,658 - INFO -   ⏳ Waiting 15 seconds before next batch...
2025-07-15 00:40:39,661 - INFO - Processing batch 21/21 (Questions 101-102)
2025-07-15 00:40:39,661 - INFO - Attempting batch analysis (attempt 1/3)
2025-07-15 00:41:12,227 - WARNING - JSON parsing error (attempt 1): Expecting property name enclosed in double quotes: line 11 column 4 (char 1158)
2025-07-15 00:41:17,237 - INFO - Attempting batch analysis (attempt 2/3)
2025-07-15 00:41:44,247 - INFO - Batch analysis completed successfully
2025-07-15 00:41:44,248 - INFO -   ✅ Q101: Analysis added
2025-07-15 00:41:44,248 - INFO -   ✅ Q102: Analysis added
2025-07-15 00:41:44,248 - INFO -   📊 Batch 21 completed successfully
2025-07-15 00:41:44,264 - INFO -   💾 Updated output file: ../json_files/upsc_prelims_2024_grok_analyzed.json (102 questions)
2025-07-15 00:41:44,265 - INFO -   ⏱️  Progress: 21/21 batches (100.0%)
2025-07-15 00:41:44,265 - INFO -   ⏱️  Elapsed: 26.5 minutes, Estimated remaining: 0.0 minutes
2025-07-15 00:41:44,265 - INFO - ✅ UPSC 2024 analysis complete in 26.5 minutes
2025-07-15 00:41:44,277 - INFO - ✅ UPSC 2024 complete! Saved: ../json_files/upsc_prelims_2024_grok_analyzed.json
2025-07-15 00:41:44,277 - INFO - ============================================================
2025-07-15 00:41:44,277 - INFO - 🎉 Background Analysis Complete!
2025-07-15 00:41:44,277 - INFO - 📊 Total questions processed: 202
2025-07-15 00:41:44,277 - INFO - 📁 Check log file: grok_analysis_background.log
